R_POTEMP,R_TEMP,R_DEPTH,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_PRES,R_O2,R_O2Sat
4.38,4.43,600,34.032,26.97,113.2,1.07,605,0.85,11.7
4.04,4.09,700,34.125,27.08,103.2,1.18,706,0.68,9.3
3.77,3.83,800,34.201,27.17,95.5,1.28,807,0.52,7.1
3.61,3.67,881,34.25,27.22,90.6,1.35,889,0.38,5.2
3.56,3.63,900,34.249,27.23,90.4,1.37,908,0.38,5.1
3.37,3.44,1000,34.242,27.24,89.5,1.46,1009,0.4,5.4
3.17,3.25,1100,34.236,27.26,88.5,1.55,1110,0.41,5.5
2.98,3.06,1200,34.231,27.27,87.3,1.64,1212,0.43,5.7
2.93,3.02,1223,34.23,27.27,87.1,1.66,1235,0.43,5.7
10.16,10.16,0,32.65,25.09,286.1,0,0,6.32,98.9
9.98,9.98,10,32.61,25.09,286.4,0.02,10,6.11,95.2
9.69,9.69,20,32.689,25.2,276.2,0.05,20,6.17,95.6
9.55,9.55,25,32.74,25.26,270.3,0.07,25,6.2,95.8
9.46,9.46,30,32.74,25.27,269,0.08,30,6.19,95.4
9.2,9.21,50,32.74,25.31,265.6,0.13,50,6.13,94
8.95,8.96,75,32.63,25.27,270.4,0.2,75,6.25,95.2
8.84,8.85,100,32.65,25.3,267.7,0.27,101,5.8,88.1
8.7,8.71,125,32.742,25.39,259.2,0.33,126,5.63,85.3
8.56,8.58,150,32.947,25.57,242.5,0.4,151,5.44,82.3
8.5,8.52,160,33.06,25.67,233.4,0.42,161,5.36,81
7.4,7.42,200,33.64,26.29,175.2,0.5,201,4.39,65
7.1,7.12,210,33.78,26.44,160.9,0.52,211,4.13,60.7
6.53,6.55,250,33.788,26.52,153.3,0.58,252,3.53,51.2
6.1,6.13,300,33.788,26.58,148.6,0.66,302,3,43.1
6.06,6.09,310,33.8,26.59,147.3,0.67,312,2.92,41.9
5.41,5.44,400,33.916,26.76,131.7,0.8,403,1.99,28.1
5.35,5.38,410,33.93,26.78,130,0.81,413,1.9,26.8
4.85,4.89,500,33.991,26.89,120.6,0.92,504,1.21,16.9
4.41,4.46,600,34.037,26.97,113.1,1.04,605,0.67,9.3
4.37,4.42,610,34.04,26.98,112.5,1.05,615,0.63,8.7
4.1,4.15,700,34.097,27.05,106,1.15,706,0.55,7.5
3.84,3.9,800,34.158,27.13,99.4,1.25,807,0.45,6.1
3.63,3.7,900,34.215,27.19,93.7,1.35,908,0.36,4.9
3.61,3.68,910,34.22,27.2,93.2,1.36,918,0.35,4.7
3.42,3.49,1000,34.25,27.24,89.5,1.44,1009,0.39,5.3
3.2,3.28,1100,34.284,27.29,85.3,1.53,1110,0.44,5.9
2.99,3.07,1200,34.318,27.34,81,1.61,1212,0.49,6.5
2.85,2.94,1261,34.34,27.37,78.2,1.66,1273,0.52,6.9
10.32,10.32,0,32.63,25.04,290.2,0,0,6.48,101.7
9.71,9.71,10,32.63,25.15,280.7,0.02,10,6.47,100.2
9.29,9.29,20,32.663,25.24,272,0.05,20,6.58,101
9.14,9.14,25,32.68,25.28,268.5,0.07,25,6.63,101.4
9.12,9.12,30,32.67,25.27,269.1,0.08,30,6.61,101.1
9.04,9.05,50,32.63,25.25,271.3,0.13,50,6.46,98.6
8.58,8.59,75,32.52,25.24,273.2,0.2,75,6.41,96.7
8.03,8.04,100,32.72,25.47,250.8,0.27,101,6.06,90.4
7.68,7.69,125,33.059,25.79,221.1,0.33,126,5.41,80.3
7.44,7.45,149,33.4,26.09,192.7,0.37,150,4.72,69.8
7.43,7.44,150,33.409,26.1,192,0.38,151,4.7,69.5
7.05,7.07,199,33.828065,26.120341,192.307163,0.46,200,3.105388,50.474572
7.04,7.06,200,33.761,26.43,161.3,0.47,201,3.75,55.1
6.41,6.43,250,33.951,26.67,139.6,0.54,252,2.99,43.3
5.81,5.84,297,33.98,26.77,130.6,0.6,299,2.47,35.3
5.78,5.81,300,33.982,26.77,130.1,0.61,302,2.43,34.7
5.15,5.18,396,34,26.86,122.2,0.73,399,1.42,20
5.13,5.16,400,34.004,26.87,121.8,0.73,403,1.39,19.5
4.68,4.72,500,34.107,27,110,0.85,504,0.8,11.1
4.38,4.43,593,34.22,27.12,99.1,0.95,598,0.51,7.1
4.36,4.41,600,34.226,27.13,98.5,0.95,605,0.51,7
4.09,4.14,700,34.3,27.22,90.8,1.05,706,0.44,6
3.85,3.91,800,34.361,27.29,84.5,1.14,807,0.37,5.1
3.69,3.75,881,34.4,27.34,80.4,1.2,889,0.32,4.4
3.64,3.71,900,34.408,27.35,79.5,1.22,908,0.33,4.5
3.43,3.5,1000,34.448,27.4,74.9,1.3,1009,0.41,5.5
3.21,3.29,1100,34.49,27.45,70.1,1.37,1111,0.48,6.5
2.99,3.08,1200,34.532,27.51,65.3,1.44,1212,0.56,7.5
2.95,3.04,1219,34.54,27.52,64.4,1.45,1231,0.57,7.6
9.004084,9.9,0,33.828065,26.120341,192.307163,0,0,6.39,50.474572
9.78,9.78,10,32.65,25.15,280.3,0.02,10,6.25,97
9.6,9.6,20,32.683,25.2,275.2,0.05,20,6.26,96.8
9.52,9.52,25,32.7,25.23,272.8,0.07,25,6.27,96.8
9.5,9.5,30,32.704,25.24,272.3,0.08,30,6.26,96.6
9.42,9.43,50,32.72,25.26,270.4,0.13,50,6.2,95.5
9.36,9.37,75,32.72,25.27,269.9,0.2,75,6.09,93.7
9.03,9.04,100,32.97,25.52,246.8,0.27,101,5.95,91
8.15,8.16,125,33.252,25.88,213.3,0.32,126,5.36,80.5
7.32,7.33,149,33.51,26.2,182.9,0.37,150,4.65,68.6
7.31,7.32,150,33.52,26.21,182.1,0.37,151,4.62,68.2
7.06,7.08,199,33.82,26.48,157.2,0.46,200,3.45,50.7
7.05,7.07,200,33.822,26.48,156.9,0.46,201,3.44,50.5
6.52,6.54,250,33.846,26.57,148.8,0.53,252,2.96,43
5.95,5.98,298,33.87,26.66,140.5,0.6,300,2.7,38.7
5.93,5.96,300,33.872,26.67,140.2,0.61,302,2.67,38.2
5.19,5.22,398,33.98,26.84,124.3,0.73,401,1.44,20.3
5.18,5.21,400,33.982,26.84,124,0.74,403,1.42,20
4.64,4.68,500,34.07,26.97,112.3,0.86,504,0.81,11.3
4.28,4.32,595,34.14,27.07,103.8,0.96,600,0.54,7.4
4.26,4.31,600,34.143,27.07,103.5,0.96,605,0.54,7.4
4.02,4.07,700,34.21,27.15,96.7,1.06,706,0.46,6.3
3.82,3.88,800,34.266,27.22,91.2,1.16,807,0.37,5
3.67,3.74,892,34.31,27.27,87.1,1.24,900,0.3,4.1
3.65,3.72,900,34.313,27.27,86.7,1.25,908,0.3,4.1
3.41,3.48,1000,34.346,27.32,82.3,1.33,1009,0.33,4.5
3.16,3.24,1100,34.381,27.37,77.6,1.41,1110,0.36,4.8
2.96,3.04,1184,34.41,27.41,73.7,1.47,1196,0.38,5.1
9.5,9.5,0,32.66,25.2,275,0,0,6.03,93
9.34,9.34,9,32.57,25.16,279.5,0.02,9,6.04,92.8
9.31,9.31,10,32.57,25.16,279,0.02,10,6.05,92.8
9.07,9.07,20,32.57,25.2,275.6,0.05,20,6.12,93.4
9.02,9.02,22,32.57,25.21,274.9,0.06,22,6.14,93.6
8.99,8.99,30,32.579,25.22,273.9,0.08,30,6.11,93.1
8.92,8.92,45,33.828065,26.120341,192.307163,0.12,45,3.105388,50.474572
8.9,8.91,50,32.599,25.25,271.6,0.13,50,6.03,91.7
8.88,8.89,67,32.61,25.26,270.7,0.18,67,5.96,90.6
8.81,8.82,75,32.613,25.27,269.6,0.2,75,5.9,89.6
8.62,8.63,90,32.66,25.34,263.6,0.24,91,5.73,86.6
8.39,8.4,100,32.817,25.5,248.7,0.27,101,5.48,82.5
7.8,7.81,125,33.262,25.93,207.6,0.32,126,4.79,71.4
7.57,7.58,135,33.46,26.12,189.8,0.34,136,4.49,66.6
7.43,7.44,150,33.606,26.26,177.3,0.37,151,4.2,62.2
7.24,7.26,182,33.8,26.44,160.9,0.42,183,3.69,54.5
7.06,7.08,200,33.858,26.51,154.4,0.45,201,3.44,50.6
6.52,6.54,250,33.946,26.65,141.4,0.53,252,2.78,40.4
6.25,6.27,275,33.95,26.69,138,0.56,277,2.48,35.8
6.03,6.06,300,33.978,26.74,133.5,0.6,302,2.12,30.4
5.55,5.58,368,34.04,26.85,123.8,0.68,371,1.24,17.6
5.35,5.38,400,34.059,26.88,120.3,0.72,403,1.12,15.8
4.82,4.86,500,34.115,26.99,111,0.84,504,0.75,10.5
4.6,4.64,553,34.14,27.03,107.1,0.9,557,0.55,7.6
4.44,4.49,600,34.182,27.08,102.7,0.95,605,0.51,7.1
4.15,4.2,700,34.269,27.18,93.8,1.04,706,0.42,5.8
3.9,3.96,800,34.351,27.28,85.8,1.13,807,0.33,4.5
3.83,3.89,837,34.38,27.31,83.1,1.16,844,0.3,4.1
3.65,3.72,900,34.394,27.33,80.7,1.22,908,0.33,4.5
3.39,3.46,1000,34.418,27.38,76.7,1.29,1009,0.37,5
3.11,3.19,1100,34.443,27.43,72.5,1.37,1111,0.41,5.5
3.04,3.12,1126,34.45,27.44,71.3,1.39,1137,0.42,5.6
9.15,9.15,0,32.66,25.26,269.7,0,0,6.45,98.7
9.23,9.23,10,32.65,25.24,271.9,0.02,10,6.47,99.2
9.05,9.05,20,32.667,25.28,268.1,0.05,20,6.39,97.6
8.97,8.97,24,32.68,25.3,266,0.06,24,6.35,96.8
9.03,9.03,30,32.716,25.32,264.3,0.08,30,6.27,95.7
9.3,9.31,48,33.828065,26.120341,192.307163,0.12,48,6.1,93.8
9.29,9.3,50,32.848,25.38,258.9,0.13,50,6.12,94.1
9.23,9.24,71,33.77,26.120341,192.307163,0.18,71,6.23,95.7
9.22,9.23,75,33.033,25.54,244.5,0.19,75,6.15,94.5
9.13,9.14,94,33.19,25.68,231.8,0.24,95,5.58,85.6
9.04,9.05,100,33.216,25.71,228.6,0.25,101,5.35,81.9
8.58,8.59,125,33.331,25.87,213.7,0.31,126,4.46,67.7
8.26,8.27,139,33.4,25.98,204.1,0.34,140,4,60.3
8.02,8.03,150,33.491,26.08,194.1,0.36,151,3.82,57.3
7.31,7.33,184,33.77,26.4,164.1,0.42,185,3.46,51.1
7.07,7.09,200,33.835,26.49,156.2,0.44,201,3.3,48.5
6.47,6.49,250,33.947,26.66,140.7,0.52,252,2.84,41.2
6.24,6.26,276,33.95,26.69,137.8,0.55,278,2.62,37.8
6.02,6.05,300,33.964,26.73,134.4,0.59,302,2.37,34
5.53,5.56,369,33.98,26.8,128,0.68,372,1.68,23.8
5.33,5.36,400,34,26.84,124.5,0.72,403,1.44,20.3
4.79,4.83,500,34.078,26.96,113.4,0.84,504,0.84,11.7
4.55,4.59,557,34.13,27.03,107.3,0.9,561,0.61,8.5
4.43,4.48,600,34.175,27.08,103.1,0.94,605,0.57,7.9
4.22,4.27,700,34.27,27.18,94.5,1.04,706,0.48,6.6
4.05,4.11,800,34.353,27.26,87.4,1.13,807,0.39,5.4
4,4.06,837,34.38,27.29,85.1,1.17,844,0.36,4.9
3.79,3.86,900,34.388,27.32,82.7,1.22,908,0.4,5.5
3.48,3.55,1000,34.401,27.36,79,1.3,1009,0.47,6.4
3.17,3.25,1100,34.417,27.4,75.1,1.38,1111,0.54,7.3
3.1,3.18,1121,34.42,27.41,74.2,1.39,1132,0.55,7.4
9.5,9.5,0,32.7,25.23,272.1,0,0,5.32,82.1
9.24,9.24,9,32.74,25.31,265.3,0.02,9,4.82,73.9
9.21,9.21,10,32.738,25.31,265,0.02,10,4.82,73.9
8.95,8.95,20,32.726,25.34,262.2,0.05,20,4.86,74.1
8.87,8.87,24,34.34,26.120341,192.307163,0.06,24,4.88,74.2
8.87,8.87,30,32.719,25.35,261.7,0.07,30,4.83,73.5
8.86,8.86,47,34.4,26.120341,192.307163,0.12,47,4.73,71.9
8.78,8.79,50,32.72,25.36,260.8,0.13,50,4.82,73.2
8.28,8.29,70,32.74,25.45,252.4,0.18,70,5.19,77.9
8.21,8.22,75,32.848,25.55,243.4,0.19,75,5.01,75.1
8.01,8.02,93,33.26,25.9,210.2,0.23,94,4.11,61.5
7.96,7.97,100,33.379,26,200.8,0.25,101,3.82,57.2
7.79,7.8,125,33.696,26.28,175.2,0.29,126,2.99,44.7
7.71,7.72,139,33.8,26.37,166.5,0.32,140,2.66,39.7
7.6,7.61,150,33.837,26.42,162.4,0.34,151,2.54,37.8
7.23,7.25,185,33.86,26.48,156.3,0.39,186,2.36,34.8
7.13,7.15,200,33.867,26.5,154.6,0.41,201,2.2,32.4
6.85,6.87,250,33.895,26.56,149.5,0.49,252,1.69,24.7
6.73,6.76,275,33.91,26.59,147.3,0.53,277,1.44,21
6.57,6.6,300,33.959,26.65,141.9,0.56,302,1.29,18.8
6.14,6.17,366,34.09,26.81,127.4,0.65,369,1.03,14.8
5.9,5.93,400,34.104,26.85,123.8,0.7,403,0.93,13.3
5.23,5.27,500,34.105,26.93,116.7,0.82,504,0.71,10
4.94,4.98,547,34.11,26.97,113.3,0.87,551,0.64,9
4.69,4.74,600,34.169,27.05,106.6,0.93,605,0.55,7.7
4.31,4.36,700,34.287,27.18,94.3,1.03,706,0.42,5.8
4,4.06,800,34.413,27.31,82.3,1.12,807,0.33,4.5
3.93,3.99,828,34.45,27.35,79,1.14,835,0.32,4.4
3.73,3.8,900,34.475,27.39,75.6,1.19,908,0.35,4.8
3.47,3.54,1000,34.511,27.45,70.7,1.27,1009,0.39,5.3
3.21,3.29,1100,34.548,27.5,65.8,1.34,1111,0.43,5.8
3.12,3.2,1133,34.56,27.52,64.1,1.36,1144,0.44,5.9
9.004084,9.7,0,34.4,26.120341,192.307163,0,0,6.63,50.474572
9.82,9.82,9,32.57,25.08,286.8,0.02,9,6.53,101.4
9.82,9.82,10,32.573,25.08,286.6,0.02,10,6.53,101.4
9.82,9.82,20,32.604,25.11,284.5,0.05,20,6.56,101.8
9.82,9.82,22,32.61,25.11,284.1,0.06,22,6.57,102
9.56,9.56,30,32.616,25.16,279.8,0.08,30,6.42,99.1
9.07,9.07,43,34.45,26.120341,192.307163,0.12,43,6.13,93.6
8.96,8.97,50,32.674,25.3,266.9,0.14,50,6.08,92.7
8.86,8.87,64,32.75,25.37,260,0.17,64,6.03,91.7
8.81,8.82,75,32.878,25.48,249.9,0.2,75,5.95,90.5
8.78,8.79,84,32.99,25.57,241.3,0.22,84,5.86,89.1
8.72,8.73,100,33.135,25.7,229.9,0.26,101,5.65,85.9
8.6,8.61,124,33.33,25.87,214,0.31,125,5.08,77.1
8.59,8.6,125,33.34,25.88,213.1,0.32,126,5.04,76.5
8.38,8.4,150,33.581,26.1,192.7,0.37,151,3.9,59
8.26,8.28,162,33.69,26.2,183.1,0.39,163,3.34,50.4
7.9,7.92,200,33.907,26.43,162.4,0.45,201,2.44,36.6
7.48,7.5,236,34.02,26.58,148.6,0.51,238,1.99,29.6
7.25,7.27,250,34.042,26.63,144,0.53,252,1.81,26.8
6.41,6.44,300,34.088,26.77,130.2,0.6,302,1.31,19
6.26,6.29,309,34.09,26.8,128.2,0.61,311,1.24,17.9
5.39,5.42,400,34.183,26.98,111.6,0.72,403,0.67,9.5
5.07,5.11,455,34.23,27.05,104.9,0.78,458,0.47,6.6
4.89,4.93,500,34.253,27.09,101.5,0.83,504,0.45,6.3
4.57,4.62,600,34.292,27.16,96,0.93,605,0.4,5.6
4.42,4.47,679,34.31,27.19,93.7,1,685,0.36,5
4.36,4.41,700,34.318,27.2,92.6,1.02,706,0.36,5
4.04,4.1,800,34.356,27.27,87.1,1.11,807,0.38,5.2
3.72,3.79,900,34.396,27.33,81.3,1.19,908,0.4,5.4
3.69,3.76,911,34.4,27.34,80.8,1.2,919,0.4,5.4
9.65,9.65,0,32.99,25.44,252.8,0,0,5.7,88.4
9.27,9.27,9,32.97,25.48,248.7,0.02,9,5.88,90.4
9.25,9.25,10,32.975,25.49,248,0.02,10,5.87,90.2
9.09,9.09,20,33.057,25.58,239.7,0.04,20,5.68,87
9.07,9.07,22,33.08,25.6,237.7,0.05,22,5.62,86.1
8.98,8.98,30,33.182,25.69,228.9,0.07,30,5.52,84.4
8.85,8.85,43,33.828065,26.120341,192.307163,0.1,43,3.105388,50.474572
8.76,8.77,50,33.422,25.92,208.3,0.11,50,5.26,80.2
9.004084,8.974335,64,33.13,26.120341,192.307163,0.14,64,5.08,77
8.43,8.44,75,33.692,26.18,183.9,0.16,75,3.77,57.1
8.3,8.31,84,33.78,26.27,175.5,0.18,85,2.71,41
8,8.01,100,33.829,26.35,167.8,0.21,101,2.57,38.6
7.57,7.58,123,33.86,26.44,159.9,0.25,124,2.38,35.4
7.54,7.55,125,33.865,26.45,159.1,0.25,126,2.37,35.2
7.2,7.21,150,33.923,26.54,150.5,0.29,151,2.2,32.5
7.06,7.08,162,33.95,26.58,147,0.31,163,2.12,31.2
6.7,6.72,200,34.021,26.68,137.5,0.36,201,1.84,26.9
6.45,6.47,237,34.07,26.76,131.1,0.41,239,1.59,23.1
6.38,6.4,250,34.077,26.77,129.8,0.43,252,1.53,22.2
6.17,6.2,300,34.09,26.81,127,0.49,302,1.34,19.3
6.14,6.17,312,34.09,26.81,126.7,0.51,314,1.3,18.7
5.97,6,400,34.099,26.84,125,0.62,403,0.98,14.1
5.85,5.89,467,34.11,26.86,123.6,0.7,471,0.77,11
5.72,5.76,500,34.131,26.9,120.8,0.74,504,0.69,9.8
5.3,5.35,600,34.198,27,111.9,0.86,605,0.52,7.3
4.85,4.91,700,34.27,27.11,102.2,0.96,706,0.42,5.9
4.59,4.65,800,34.286,27.15,98.8,1.06,807,0.42,5.8
4.31,4.38,900,34.304,27.2,95.1,1.16,908,0.42,5.8
4.22,4.29,935,34.31,27.21,93.9,1.19,943,0.42,5.8
9.47,9.47,0,33.64,25.97,201.7,0,0,4.84,75.1
9.6,9.6,10,33.6,25.92,206.9,0.02,10,4.84,75.3
9.38,9.38,20,33.586,25.95,204.8,0.04,20,4.42,68.4
9.23,9.23,25,33.57,25.96,203.7,0.05,25,4.19,64.6
9.16,9.16,30,33.6,25.99,200.5,0.06,30,4.18,64.4
8.95,8.96,50,33.75,26.14,186.7,0.1,50,4.12,63.2
8.63,8.64,74,33.8,26.23,178.7,0.14,74,3.57,54.4
8.62,8.63,75,33.801,26.23,178.5,0.14,75,3.54,53.9
8.41,8.42,99,33.84,26.3,172.9,0.18,100,2.86,43.4
8.4,8.41,100,33.844,26.3,172.5,0.19,101,2.84,43.1
8.23,8.24,125,33.937,26.4,163.5,0.23,126,2.33,35.2
8.04,8.05,148,34.02,26.49,155,0.26,149,2,30.1
8,8.02,150,34.023,26.5,154.4,0.27,151,1.98,29.8
7.38,7.4,198,34.05,26.61,144.4,0.34,199,1.6,23.7
7.36,7.38,200,34.05,26.62,144.2,0.34,201,1.59,23.6
6.97,6.99,250,34.061,26.68,138.8,0.41,252,1.27,18.7
6.71,6.74,296,34.07,26.72,135.4,0.48,298,1.04,15.2
6.69,6.72,300,34.073,26.73,135,0.48,302,1.03,15
6.17,6.2,395,34.14,26.85,124.5,0.6,398,0.79,11.4
6.14,6.18,400,34.143,26.85,124.1,0.61,403,0.78,11.2
5.67,5.71,500,34.198,26.96,115.2,0.73,504,0.53,7.6
5.27,5.32,592,34.24,27.04,108.3,0.83,597,0.36,5.1
5.23,5.28,600,34.243,27.04,107.6,0.84,605,0.36,5.1
4.78,4.84,700,34.279,27.12,100.6,0.95,706,0.38,5.3
4.37,4.43,800,34.313,27.2,94.1,1.04,807,0.4,5.5
4.03,4.1,888,34.34,27.25,89,1.12,896,0.41,5.6
4,4.07,900,34.344,27.26,88.5,1.13,908,0.42,5.8
3.75,3.82,1000,34.38,27.31,83.7,1.22,1009,0.5,6.8
3.48,3.56,1100,34.417,27.37,78.7,1.3,1110,0.58,7.9
3.25,3.34,1187,34.45,27.42,74.3,1.37,1198,0.65,8.8
11.1,11.1,0,33.03,25.22,273.4,0,0,6.27,100.4
10.82,10.82,9,33.1,25.32,263.7,0.02,9,6.15,97.9
10.81,10.81,10,33.113,25.34,262.6,0.02,10,6.15,97.9
10.76,10.76,20,33.213,25.42,254.6,0.05,20,6.16,98
10.74,10.74,24,33.24,25.45,252.3,0.06,24,6.16,98
10.73,10.73,30,33.237,25.45,252.5,0.07,30,6.11,97.2
10.68,10.69,47,33.23,25.45,252.7,0.12,47,5.91,93.9
10.54,10.55,50,33.238,25.48,249.8,0.12,50,5.89,93.3
9.4,9.41,71,33.32,25.73,225.9,0.17,71,5.56,85.9
9.27,9.28,75,33.329,25.76,223.3,0.18,75,5.39,83.1
8.82,8.83,95,33.39,25.88,212.3,0.23,96,4.4,67.1
8.73,8.74,100,33.432,25.93,208,0.24,101,4.19,63.8
8.37,8.38,125,33.645,26.15,187.3,0.29,126,3.3,49.9
8.17,8.18,143,33.8,26.3,173.1,0.32,144,2.85,43
8.08,8.1,150,33.824,26.33,170.3,0.33,151,2.81,42.3
7.64,7.66,190,33.88,26.44,160.5,0.4,191,2.56,38.1
7.51,7.53,200,33.881,26.46,158.8,0.41,201,2.5,37.1
6.9,6.92,250,33.886,26.55,150.9,0.49,252,2.18,31.9
6.53,6.56,286,33.89,26.6,146.3,0.54,288,1.9,27.6
6.48,6.51,300,33.918,26.63,143.8,0.56,302,1.74,25.2
6.31,6.34,383,34.1,26.8,129.1,0.68,386,0.84,12.2
6.21,6.25,400,34.116,26.82,127,0.7,403,0.8,11.5
5.66,5.7,500,34.183,26.95,116.2,0.82,504,0.56,8
5.17,5.22,577,34.2,27.02,109.8,0.91,581,0.37,5.2
5.07,5.12,600,34.217,27.04,107.6,0.93,605,0.37,5.2
4.64,4.7,700,34.288,27.15,98.3,1.04,706,0.38,5.3
4.29,4.35,800,34.355,27.24,90.1,1.13,807,0.39,5.4
4.06,4.13,872,34.4,27.3,84.8,1.19,879,0.4,5.5
3.98,4.05,900,34.406,27.31,83.6,1.22,908,0.43,5.9
3.71,3.78,1000,34.43,27.36,79.5,1.3,1009,0.55,7.5
3.43,3.51,1100,34.454,27.4,75.3,1.38,1110,0.67,9.1
3.26,3.34,1163,34.47,27.43,72.6,1.42,1174,0.74,10
11.46,11.46,0,33.13,25.23,272.2,0,0,6.25,100.9
11.01,11.01,10,33.13,25.31,264.7,0.02,10,6.22,99.4
10.68,10.68,20,33.144,25.38,258.3,0.05,20,6.17,97.9
10.58,10.58,24,33.15,25.41,256.3,0.06,24,6.14,97.3
10.55,10.55,30,33.156,25.42,255.5,0.07,30,6.08,96.3
10.41,10.42,49,33.17,25.45,252.7,0.12,49,5.89,93
10.37,10.38,50,33.179,25.46,251.4,0.12,50,5.86,92.4
9.37,9.38,74,33.45,25.84,215.9,0.18,74,4.73,73.1
9.33,9.34,75,33.461,25.86,214.5,0.18,75,4.67,72.1
8.61,8.62,98,33.69,26.15,187,0.23,99,3.33,50.7
8.58,8.59,100,33.706,26.17,185.4,0.23,101,3.25,49.4
8.34,8.35,125,33.87,26.33,170.1,0.28,126,2.56,38.8
8.24,8.26,147,33.96,26.42,162.5,0.31,148,2.31,34.9
8.19,8.21,150,33.968,26.43,161.2,0.32,151,2.31,34.9
7.46,7.48,196,34.04,26.59,146.2,0.39,197,2.26,33.6
7.42,7.44,200,34.043,26.6,145.5,0.4,201,2.23,33.1
6.96,6.98,250,34.07,26.69,138,0.47,252,1.82,26.7
6.68,6.71,294,34.07,26.72,135,0.53,296,1.38,20.1
6.64,6.67,300,34.07,26.73,134.6,0.53,302,1.34,19.5
6.03,6.06,392,34.07,26.81,127.9,0.66,395,0.84,12.1
5.99,6.02,400,34.076,26.82,127,0.67,403,0.81,11.6
5.53,5.57,500,34.159,26.94,116.4,0.79,504,0.48,6.8
5.2,5.25,587,34.25,27.05,106.6,0.88,592,0.33,4.7
5.14,5.19,600,34.26,27.07,105.3,0.9,605,0.33,4.6
4.71,4.77,700,34.329,27.17,96.1,1,706,0.35,4.9
4.31,4.37,800,34.385,27.26,88.1,1.09,807,0.36,5
3.98,4.05,882,34.42,27.32,82.4,1.16,890,0.37,5.1
3.93,4,900,34.423,27.33,81.8,1.18,908,0.38,5.2
3.63,3.7,1000,34.439,27.37,77.9,1.26,1009,0.45,6.1
3.32,3.4,1100,34.456,27.42,73.9,1.33,1110,0.52,7
3.1,3.18,1176,34.47,27.45,70.9,1.39,1187,0.57,7.6
10.7,10.7,0,32.86,25.16,279.3,0,0,6.33,100.4
10.52,10.52,10,32.99,25.29,266.9,0.02,10,6.1,96.4
10.32,10.32,20,33.026,25.35,261.2,0.05,20,6.14,96.6
10.24,10.24,25,33.03,25.37,259.7,0.06,25,6.16,96.8
10.25,10.25,30,33.048,25.38,258.6,0.08,30,6.11,96
10.4,10.41,49,33.13,25.42,255.5,0.12,49,5.91,93.3
10.4,10.41,50,33.133,25.42,255.3,0.13,50,5.91,93.3
10.41,10.42,74,33.26,25.52,246.6,0.19,74,5.92,93.5
10.37,10.38,75,33.258,25.52,246.1,0.19,75,5.89,92.9
9.13,9.14,98,33.24,25.72,228.2,0.24,99,5.06,77.7
9.05,9.06,100,33.261,25.74,225.5,0.25,101,4.98,76.3
8.21,8.22,125,33.556,26.1,191.5,0.3,126,4.08,61.5
7.75,7.76,147,33.86,26.41,162.8,0.34,148,3.44,51.4
7.71,7.72,150,33.879,26.43,160.8,0.34,151,3.4,50.7
7.25,7.27,196,34.04,26.62,143.3,0.41,197,3.01,44.5
7.22,7.24,200,34.05,26.64,142.3,0.42,201,2.94,43.4
6.9,6.92,250,34.143,26.75,131.7,0.49,252,2.07,30.4
6.65,6.68,294,34.18,26.82,126.4,0.55,296,1.32,19.3
6.61,6.64,300,34.182,26.82,125.8,0.55,302,1.27,18.5
5.92,5.95,393,34.2,26.93,116.8,0.67,396,0.87,12.5
5.88,5.91,400,34.204,26.93,116.1,0.67,403,0.85,12.2
5.35,5.39,500,34.27,27.05,105.9,0.78,504,0.55,7.8
4.98,5.03,590,34.34,27.15,97.3,0.88,595,0.4,5.6
4.94,4.99,600,34.347,27.16,96.3,0.89,605,0.4,5.6
4.55,4.61,700,34.413,27.26,87.9,0.98,706,0.42,5.8
4.21,4.27,800,34.47,27.34,80.6,1.06,807,0.44,6.1
3.93,4,886,34.51,27.4,75.2,1.13,894,0.45,6.2
3.89,3.96,900,34.512,27.4,74.7,1.14,908,0.46,6.3
3.61,3.68,1000,34.528,27.45,71.1,1.21,1009,0.55,7.5
3.31,3.39,1100,34.545,27.49,67.2,1.28,1110,0.65,8.8
3.08,3.16,1181,34.56,27.52,64,1.33,1192,0.72,9.7
11.01,11.01,0,32.81,25.06,288.2,0,0,6.25,99.7
11.13,11.13,10,32.79,25.03,291.9,0.02,10,6.36,101.7
10.62,10.62,20,32.761,25.1,285.7,0.05,20,6.38,100.9
10.31,10.31,25,32.75,25.14,281.6,0.07,25,6.39,100.4
10.28,10.28,30,32.754,25.15,280.9,0.08,30,6.37,100
10.13,10.14,50,32.77,25.18,277.8,0.14,50,6.28,98.3
10.01,10.02,74,32.74,25.18,278.6,0.2,74,6.2,96.8
9.98,9.99,75,32.739,25.19,278.2,0.21,75,6.2,96.7
9.08,9.09,99,32.79,25.37,260.9,0.27,100,6.06,92.7
9.06,9.07,100,32.799,25.38,259.9,0.27,101,6.04,92.3
8.7,8.71,125,33.059,25.64,235.6,0.34,126,5.38,81.7
8.51,8.53,149,33.37,25.91,210.3,0.39,150,4.58,69.4
8.49,8.51,150,33.381,25.92,209.2,0.39,151,4.55,68.9
7.7,7.72,199,33.86,26.42,163,0.48,200,3.3,49.2
7.69,7.71,200,33.862,26.42,162.7,0.48,201,3.28,48.9
7.25,7.27,250,33.95,26.55,150.8,0.56,252,2.36,34.9
